subject,email_body,Category
MicroStrategy application for Applied Scientist,"Hi Michael Gary Scott,

Thank you for applying to the Applied Scientist position at MicroStrategy. We appreciate the time you've taken to apply and look forward to reviewing your application.

Here is what you can expect next!

Application Review. As we sometimes receive upwards of 700+ applications for some roles, it can take some time, but every applicant can expect a note regarding their application status.

Interview Selection. If we do not set up a call for this particular role, it does not mean you are not a great fit. Sometimes there is significant competition for a position.

Interview Process. Every role starts the same — an introductory call with someone from our Recruitment team. We will be looking for company and values-fit as well as your professional experience.

We will be in touch.

MicroStrategy Talent Acquisition
CONFIDENTIALITY NOTICE: This e-mail message, including any attachments, is for the sole use of the intended recipient(s) and may contain confidential and privileged information. Any unauthorized review, use, disclosure, or distribution is prohibited. If you are not the intended recipient, please contact the sender by reply e-mail and destroy all copies of the original message.",Interview
Walmart application for Risk Analyst,"Thank you for Applying to Walmart!
Walmart.jobs

Hi Michael Gary Scott,
Thanks for applying to Walmart! We've received your application for the Risk Analyst (ID: 38427073) position.

What happens next?
If we decide to move forward with your application, the Walmart recruiting team will contact you to discuss the next steps. Any updates to your application status will be reflected on your Application dashboard, so be sure to check back regularly.

Go to your application dashboard

To learn more about our hiring process and how to prepare for interviews, visit our careers page.

Best regards,
Walmart Recruiting Team",Interview
Your Offer of Employment — S&P Global | Marketing Analyst,"S&P Global Careers

OFFER OF EMPLOYMENT — CONFIDENTIAL

To: Michael Gary Scott
From: S&P Global Talent Acquisition
Re: Marketing Analyst — Offer Details (Req #82772208)
Date: May 1, 2025

---

Dear Michael Gary Scott,

On behalf of S&P Global, I am delighted to offer you the position of Marketing Analyst, based in our San Francisco hub.

Your employment is scheduled to commence on September 2, 2025, subject to the conditions outlined below.

OFFER SUMMARY

Position: Marketing Analyst
Location: Bengaluru, India (On-site)
Employment Type: Full-Time, Permanent
Reporting To: Vice President, Data

COMPENSATION

Annual Base Salary: $85,000
Performance Bonus: Up to $10,000 annually, based on performance review
Equity Compensation: RSUs vesting over 4 years
Health & Welfare Benefits: Comprehensive medical, dental, and vision coverage
Retirement: RRSP matching up to 5%
Paid Time Off: 18 days PTO accruing from day one

NEXT STEPS

This offer will expire on 48 hours from receipt of this email. To accept, please sign the attached letter of offer via DocuSign.

[REVIEW AND SIGN OFFER LETTER]

Should you have any questions, please reach out to your assigned recruiter. Please do not reply to this system-generated email as responses are not monitored.

Please note that this offer of employment is contingent upon the successful completion of a background check and, where applicable, reference verification. Your employment with S&P Global will be at-will, meaning either you or S&P Global may terminate the employment relationship at any time, with or without cause or notice, subject to applicable law.

We are very excited about the prospect of you joining our team and look forward to your acceptance.

Warm regards,
People Operations
S&P Global

If you believe you received this communication in error, or you have questions about our hiring process, please contact our Talent Acquisition team. You received this email because you applied for a position at S&P Global. To unsubscribe from future communications, please update your preferences in your candidate profile.",Offer
Action Required: Review and Sign Your Offer — Paramount,"Paramount
Paramount Paramount

PRIVATE & CONFIDENTIAL

Dear Michael Gary Scott,

I am pleased to confirm your offer of employment with Paramount for the role of Analytics Engineer (Req ID: 59597086).

Please carefully review all terms set out below and in the attached offer letter. Should you have any questions, please contact your Talent Acquisition representative directly.

SUMMARY OF TERMS

• Position: Analytics Engineer
• Start Date: September 15, 2025 (subject to clearance of pre-employment checks)
• Salary: $65,000 per annum
• Bonus: Discretionary bonus of up to $6,000, based on performance
• Equity: no equity
• Annual Leave: 18 days accruing from commencement
• Pension / Retirement: Company pension scheme contribution of 6%
• Probationary Period: 90 days
• Notice Period (post-probation): 2 months

TO ACCEPT YOUR OFFER

Please sign and return the attached offer letter and associated documents via DocuSign within 5 business days of this email. Until all pre-employment requirements are completed and verified, this offer is conditional.

BACKGROUND VERIFICATION

You will receive a separate email from HireRight with instructions on how to complete your background check. Please complete it promptly to avoid delays to your start date.

Nothing in this letter or in any document or statement, written or oral, shall limit the right of Paramount or you to terminate employment at will.

Congratulations and welcome to Paramount.

Regards,
HR Operations Team
Paramount

Please note this is an automated message. Do not reply to this email. If you need assistance, please visit our careers portal.

Paramount is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.",Offer
Thanks for applying to Paramount,"Dear Michael Gary Scott,

Thank you for your interest in Paramount! You have successfully submitted your application for the position of Credit Risk Analyst.

We're thrilled you'd consider joining us.

We are working hard to evaluate your application and will update you on its status as soon as possible. Please keep in mind that this process may take some time due to the high volume of submissions.

To track your application's progress, we invite you to create an account using the link below. Make sure to use the same email address so we can assign the correct application to your account.

[Create Candidate Account]

To better understand how we conduct our interview process and what to expect at each stage, visit our interview tips page.

Kind regards,
Paramount Talent Acquisition Team

This email and any files transmitted with it are intended solely for the use of the individual or entity to whom they are addressed. If you have received this email in error please notify the system manager. This message contains confidential information and is intended only for the individual named. If you are not the named addressee you should not disseminate, distribute or copy this e-mail. Please notify the sender immediately by e-mail if you have received this e-mail by mistake and delete this e-mail from your system. Paramount accepts no liability for the content of this e-mail.",Interview
Congratulations! — ServiceNow Offer for Business Intelligence Analyst Position,"Workday — Offer Notification
ServiceNow | Talent Acquisition

Candidate: Michael Gary Scott
Requisition: Business Intelligence Analyst (16789850)
Offer Status: Pending Acceptance

---

Dear Michael Gary Scott,

Please log in to your Workday Candidate Home to review and accept your offer of employment from ServiceNow.

OFFER SUMMARY (Full details available in Workday)

Position: Business Intelligence Analyst
Compensation: £65,000 annual base salary
Bonus Target: £7,500
Equity: RSUs
Start Date (Proposed): June 23, 2025

TO ACCEPT:
1. Log in to your Workday Candidate Home via the link below.
2. Navigate to the ""Offers"" section.
3. Review the full offer letter document.
4. Click ""Accept"" or ""Decline"" and submit your response.

This offer will expire after 7 calendar days if not accepted.

[LOG IN TO WORKDAY]

Please complete any outstanding pre-hire tasks visible on your Workday dashboard, including:
☐ Background check consent
☐ I-9 / Right to Work verification
☐ Emergency contact information
☐ Direct deposit setup (available after acceptance)

If you experience issues accessing Workday, contact your recruiter. Do not reply to this system-generated email.

Please note that this offer of employment is contingent upon the successful completion of a background check and, where applicable, reference verification. Your employment with ServiceNow will be at-will, meaning either you or ServiceNow may terminate the employment relationship at any time, with or without cause or notice, subject to applicable law.

ServiceNow Talent Acquisition
If you believe you received this communication in error, or you have questions about our hiring process, please contact our Talent Acquisition team. You received this email because you applied for a position at ServiceNow. To unsubscribe from future communications, please update your preferences in your candidate profile.",Offer
Review Your Offer of Employment — Gartner | Req #56020613,"Congratulations! — Offer of Employment
Gartner Talent Acquisition

Hi Michael Gary Scott,

We are thrilled to offer you a position with Gartner! Please review the details of your offer below.

---

POSITION DETAILS
Role: Workforce Planning Analyst
Requisition: 56020613
Department: Product Analytics
Start Date: June 16, 2025
Work Location: Hybrid — London, UK

YOUR COMPENSATION PACKAGE
Base Salary: €72,000 per year
Annual Bonus: Target €8,000 (10% of base), paid annually based on individual and company performance
Long-Term Incentive: RSUs
Benefits Start: Day 1 of employment

WHAT YOU NEED TO DO

1. Review the full offer letter document attached to this email.
2. Complete your DocuSign signature on the offer letter — link expires in 3 business days.
3. Complete the background check consent form (link sent separately from our vendor, Checkr).
4. Submit your I-9 employment eligibility verification (if applicable) on or before your first day.

[SIGN YOUR OFFER LETTER VIA DOCUSIGN]

If you have questions regarding this offer, please contact your recruiter. If you do not respond within the timeframe noted above, this offer may be rescinded.

This offer is contingent upon satisfactory completion of a pre-employment background check and drug screen. Gartner reserves the right to withdraw this offer at any time prior to your start date.

We can't wait for you to join us!

Gartner People Team

Please note this is an automated message. Do not reply to this email. If you need assistance, please visit our careers portal.

Gartner is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.",Offer
Thank you for your interest in Databricks! Your application has been received.,"Hi Michael Gary Scott,

Thanks for applying to Databricks. Your application for Product Analyst has been received. Going forward, please check your spam/junk folder for any interview updates or recruiter communications — we've seen an uptick in candidates not seeing our emails that were routed to spam/junk.

We appreciate the time you took to apply. Searching and applying for jobs can be exciting but also a very exhausting experience.

Our Talent team receives an average of 500 applicants (not a typo) for corporate roles. We're grateful so many of you want to be part of our mission — our team just needs time to review your background.

If your background and experience aligns with the Product Analyst opening, a recruiter from our Talent team will be in touch with you via email or a phone call.

Thank you for considering us,
Talent @ Databricks

** Please note: this is an automated message. Please do not reply to this email.",Interview
Re: Zurich Insurance Application,"Hi Michael Gary Scott,
Thank you for your interest in Zurich Insurance.

Please note that due to the volume of applications we receive, not all candidates will be interviewed for this opening. We will review your profile and a team member will reach out to you directly if your profile is selected to move forward in our interview process.

As you explore opportunities with Zurich Insurance, we invite you to sign up for our talent community newsletter to stay connected.

Thank you again for your interest!
Zurich Insurance Talent Team

VISIT OUR CAREERS PORTAL
LOGIN TO YOUR PROFILE

Please note this is an automated message. Do not reply to this email. If you need assistance, please visit our careers portal.

Zurich Insurance is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.",Interview
Congratulations! — Optum Offer for Data Analyst Position,"Optum | Offer of Employment

Dear Michael Gary Scott,

We are pleased to extend this offer of employment with Optum for the position of Data Analyst (Requisition ID: 19196777), reporting to the Director of Business Intelligence.

This offer is contingent upon the successful completion of a pre-employment background check, drug screening, and reference verification.

COMPENSATION & BENEFITS

Base Salary: €60,000 per annum, paid bi-weekly
Annual Bonus Target: €6,000 (15% of base salary), subject to company and individual performance
Equity: no equity
Benefits: Medical, dental, and vision insurance effective on your first day of employment; 401(k) with 3% company match; 25 days paid time off per year

START DATE

Your anticipated start date is June 16, 2025. Please confirm your acceptance of this offer by signing the attached DocuSign envelope by the deadline indicated.

TO ACCEPT THIS OFFER

Please review the attached offer letter and sign via DocuSign at the link below:
[SIGN YOUR OFFER LETTER]

If you have questions about your offer, please contact your recruiter directly. Do not reply to this automated email.

Please note that this offer of employment is contingent upon the successful completion of a background check and, where applicable, reference verification. Your employment with Optum will be at-will, meaning either you or Optum may terminate the employment relationship at any time, with or without cause or notice, subject to applicable law.

We look forward to welcoming you to the Optum team.

Sincerely,
Amanda Patel
Director, Talent Acquisition
Optum

This message and any attached documents contain information from Optum that may be confidential and/or privileged. If you are not the intended recipient, you may not read, copy, distribute, or use this information. If you have received this transmission in error, please notify the sender immediately by reply e-mail and then delete this message.",Offer
Thank you for your application to Infosys,"Hi Michael Gary Scott,

Thank you for your interest in Infosys!

This is to confirm that your application has been received for Supply Chain Analyst (Req ID: 40728046).

What happens now?
We will review your application and contact you if we see a potential fit based on your experience and the requirements of the role.

You may check the status of your application at any time here:
Application Status

You are welcome to apply to other positions that may be of interest to you. You can also set up job alerts.

In the meantime, keep up to date with Infosys by visiting our website and following us on LinkedIn.

Kind Regards,
Infosys Recruitment Team

If you believe you received this communication in error, or you have questions about our hiring process, please contact our Talent Acquisition team. You received this email because you applied for a position at Infosys. To unsubscribe from future communications, please update your preferences in your candidate profile.",Interview
Please Complete the Pre-Employment Questionnaire — Adidas Talent Acquisition,"Workday Notification — Action Required

To: Michael Gary Scott
Re: People Analytics Analyst — Req #95822412

You have a task pending in the Workday system. Please log in to your Candidate Home to complete the required action.

Task: Complete Pre-Employment Questionnaire
Due: Within 48 hours of receiving this email

To access your task:
1. Visit the Adidas Careers portal
2. Log in to your Candidate Home
3. Navigate to ""My Tasks"" and select the item listed above
4. Complete all required fields and submit

If you do not complete this task in the allotted time, your application may be withdrawn from consideration without further notice.

This is an automated notification from Adidas Talent Acquisition. Please do not reply to this email.

This message and any attached documents contain information from Adidas that may be confidential and/or privileged. If you are not the intended recipient, you may not read, copy, distribute, or use this information. If you have received this transmission in error, please notify the sender immediately by reply e-mail and then delete this message.",Action Required
"CONFIDENTIAL: Job Offer — Workforce Planning Analyst, Wipro (Req #587623)","Wipro | Offer of Employment

Dear Michael Gary Scott,

We are pleased to extend this offer of employment with Wipro for the position of Workforce Planning Analyst (Requisition ID: 41726318), reporting to the Senior Manager, Analytics.

This offer is contingent upon the successful completion of a pre-employment background check and reference verification.

COMPENSATION & BENEFITS

Base Salary: $78,000 per annum, paid monthly
Annual Bonus Target: $8,000 (10% of base salary), subject to company and individual performance
Equity: profit sharing eligible
Benefits: Medical, dental, and vision insurance effective on your first day of employment; pension scheme contributions; 18 days paid time off per year

START DATE

Your anticipated start date is June 9, 2025. Please confirm your acceptance of this offer by signing and returning this letter within 5 business days.

TO ACCEPT THIS OFFER

Please review the attached offer letter and sign via DocuSign at the link below:
[SIGN YOUR OFFER LETTER]

If you have questions about your offer, please contact your recruiter directly. Do not reply to this automated email.

Please note that this offer of employment is contingent upon the successful completion of a background check and, where applicable, reference verification. Your employment with Wipro will be at-will, meaning either you or Wipro may terminate the employment relationship at any time, with or without cause or notice, subject to applicable law.

We look forward to welcoming you to the Wipro team.

Sincerely,
Amanda Patel
Talent Acquisition Partner
Wipro

Please note this is an automated message. Do not reply to this email. If you need assistance, please visit our careers portal.

Wipro is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.",Offer
Complete Assessment to Advance — ABB | Applied Scientist,"Workday Notification — Action Required

To: Michael Gary Scott
Re: Applied Scientist — Req #61019678

You have a task pending in the Workday system. Please log in to your Candidate Home to complete the required action.

Task: Complete Pre-Employment Questionnaire
Due: Within 3 business days of receiving this email

To access your task:
1. Visit the ABB Careers portal
2. Log in to your Candidate Home
3. Navigate to ""My Tasks"" and select the item listed above
4. Complete all required fields and submit

If you do not complete this task in the allotted time, your application may be withdrawn from consideration without further notice.

This is an automated notification from ABB Talent Acquisition. Please do not reply to this email.

Please note this is an automated message. Do not reply to this email. If you need assistance, please visit our careers portal.

ABB is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.",Action Required
[DocuSign] Please Sign: Fidelity Investments Offer Letter — Commercial Analyst,"Congratulations! — Offer of Employment
Fidelity Investments Talent Acquisition

Hi Michael Gary Scott,

We are thrilled to offer you a position with Fidelity Investments! Please review the details of your offer below.

---

POSITION DETAILS
Role: Commercial Analyst
Requisition: 45650176
Department: Product Analytics
Start Date: July 7, 2025
Work Location: On-site — New York, NY

YOUR COMPENSATION PACKAGE
Base Salary: $65,000 per year
Annual Bonus: Target $6,000 (15% of base), paid annually based on individual and company performance
Long-Term Incentive: no equity
Benefits Start: Day 1 of employment

WHAT YOU NEED TO DO

1. Review the full offer letter document attached to this email.
2. Complete your DocuSign signature on the offer letter — link expires in 3 business days.
3. Complete the background check consent form (link sent separately from our vendor, Sterling).
4. Submit your I-9 employment eligibility verification (if applicable) on or before your first day.

[SIGN YOUR OFFER LETTER VIA DOCUSIGN]

If you have questions regarding this offer, please contact your recruiter. If you do not respond within the timeframe noted above, this offer may be rescinded.

Nothing in this letter or in any document or statement, written or oral, shall limit the right of Fidelity Investments or you to terminate employment at will.

We can't wait for you to join us!

Fidelity Investments People Team

CONFIDENTIALITY NOTICE: This e-mail message, including any attachments, is for the sole use of the intended recipient(s) and may contain confidential and privileged information. Any unauthorized review, use, disclosure, or distribution is prohibited. If you are not the intended recipient, please contact the sender by reply e-mail and destroy all copies of the original message.",Offer
Your Uber Application: Next Steps,"Hi Micheal Gary Scott,

You're invited to complete a video interview for the Operations Analyst position at Uber (Job ID: 81971316).

What to expect:
• This is a pre-recorded video interview powered by HireVue.
• You will be presented with 5–7 questions and asked to record your responses.
• Estimated time: 15–25 minutes
• Once you begin, you cannot pause or retake individual questions.

Tips:
 Find a quiet, well-lit location.
 Use a device with a working camera and microphone.
 Test your setup before starting.
 You have 72 hours to complete this interview from the time you receive this link.

[Begin Your HireVue Interview]

If your interview link expires or you experience technical difficulties, contact hirevue support at support@hirevue.com. Uber is unable to reissue expired links.

Regards,
Uber Talent Acquisition

CONFIDENTIALITY NOTICE: This e-mail message, including any attachments, is for the sole use of the intended recipient(s) and may contain confidential and privileged information. Any unauthorized review, use, disclosure, or distribution is prohibited. If you are not the intended recipient, please contact the sender by reply e-mail and destroy all copies of the original message.",Action Required
Next Steps: Accept Your Offer — Market Research Analyst at Affirm,"Affirm | Offer of Employment

Dear Michael Gary Scott,

We are pleased to extend this offer of employment with Affirm for the position of Market Research Analyst (Requisition ID: 38270233), reporting to the Lead, Data & Reporting.

This offer is contingent upon the successful completion of a pre-employment background check and drug screening.

COMPENSATION & BENEFITS

Base Salary: €72,000 per annum, paid bi-weekly
Annual Bonus Target: €8,000 (8% of base salary), subject to company and individual performance
Equity: RSUs
Benefits: Medical, dental, and vision insurance effective on your first day of employment; 401(k) with 3% company match; 18 days paid time off per year

START DATE

Your anticipated start date is July 14, 2025. Please confirm your acceptance of this offer by signing and returning this letter within 5 business days.

TO ACCEPT THIS OFFER

Please review the attached offer letter and sign via DocuSign at the link below:
[SIGN YOUR OFFER LETTER]

If you have questions about your offer, please contact your recruiter directly. Do not reply to this automated email.

Please note that this offer of employment is contingent upon the successful completion of a background check and, where applicable, reference verification. Your employment with Affirm will be at-will, meaning either you or Affirm may terminate the employment relationship at any time, with or without cause or notice, subject to applicable law.

We look forward to welcoming you to the Affirm team.

Sincerely,
Jennifer Walters
HR Business Partner
Affirm

Please note this is an automated message. Do not reply to this email. If you need assistance, please visit our careers portal.

Affirm is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.",Offer
Thank you for applying to Emerson Electric,"Hi Michael Gary Scott,

Thank you for applying to the Product Analyst with us (Req ID: 35714784). We appreciate the time you've taken to apply for the role and look forward to reviewing your application.

We know it can be exciting applying for a job, so here is what you can expect next!

Application Review: It will happen. As we sometimes get upwards of 100+ applications for some roles, it can take some time, but every applicant can expect a note regarding their application status.

Interview Selection: If we don't set up a call for this job, don't worry. Sometimes there is a lot of competition for a great role.

Interview Process: Every role starts the same — an introductory call with someone from our Recruitment team. We will be looking for company-fit as well as your professional experience.

Emerson Electric Talent Acquisition",Interview
Compensation & Start Date Details — Refinitiv Offer | Risk Analyst,"Refinitiv Careers

OFFER OF EMPLOYMENT — CONFIDENTIAL

To: Michael Gary Scott
From: Refinitiv Talent Acquisition
Re: Risk Analyst — Offer Details (Req #97529405)
Date: May 8, 2025

---

Dear Michael Gary Scott,

On behalf of Refinitiv, I am delighted to offer you the position of Risk Analyst, based in our Austin team.

Your employment is scheduled to commence on September 15, 2025, subject to the conditions outlined below.

OFFER SUMMARY

Position: Risk Analyst
Location: London, UK (Hybrid)
Employment Type: Full-Time, Permanent
Reporting To: Director of Analytics

COMPENSATION

Annual Base Salary: €72,000
Performance Bonus: Up to €8,000 annually, based on performance review
Equity Compensation: RSUs
Health & Welfare Benefits: Comprehensive medical, dental, and vision coverage
Retirement: RRSP matching up to 5%
Paid Time Off: Unlimited PTO policy

NEXT STEPS

This offer will expire on the close of business 5 days from today. To accept, please sign the attached letter of offer via DocuSign.

[REVIEW AND SIGN OFFER LETTER]

Should you have any questions, please reach out to your assigned recruiter. Please do not reply to this system-generated email as responses are not monitored.

Please note that this offer of employment is contingent upon the successful completion of a background check and, where applicable, reference verification. Your employment with Refinitiv will be at-will, meaning either you or Refinitiv may terminate the employment relationship at any time, with or without cause or notice, subject to applicable law.

We are very excited about the prospect of you joining our team and look forward to your acceptance.

Warm regards,
People Operations
Refinitiv

This email and any files transmitted with it are intended solely for the use of the individual or entity to whom they are addressed. If you have received this email in error please notify the system manager. This message contains confidential information and is intended only for the individual named. If you are not the named addressee you should not disseminate, distribute or copy this e-mail. Please notify the sender immediately by e-mail if you have received this e-mail by mistake and delete this e-mail from your system. Refinitiv accepts no liability for the content of this e-mail.",Offer
Skills Test Required: Digital Analytics Analyst Application at UnitedHealth Group,"Workday Notification — Action Required

To: Michael Gary Scott
Re: Digital Analytics Analyst — Req #13561597

You have a task pending in the Workday system. Please log in to your Candidate Home to complete the required action.

Task: Complete Pre-Employment Questionnaire
Due: Within 5 business days of receiving this email

To access your task:
1. Visit the UnitedHealth Group Careers portal
2. Log in to your Candidate Home
3. Navigate to ""My Tasks"" and select the item listed above
4. Complete all required fields and submit

If you do not complete this task in the allotted time, your application may be withdrawn from consideration without further notice.

This is an automated notification from UnitedHealth Group Talent Acquisition. Please do not reply to this email.

CONFIDENTIALITY NOTICE: This e-mail message, including any attachments, is for the sole use of the intended recipient(s) and may contain confidential and privileged information. Any unauthorized review, use, disclosure, or distribution is prohibited. If you are not the intended recipient, please contact the sender by reply e-mail and destroy all copies of the original message.",Action Required
Your Offer Package is Ready — BT Group Talent Acquisition,"Congratulations! — Offer of Employment
BT Group Talent Acquisition

Hi Michael Gary Scott,

We are thrilled to offer you a position with BT Group! Please review the details of your offer below.

---

POSITION DETAILS
Role: HR Analytics Analyst
Requisition: 37415205
Department: Business Intelligence
Start Date: June 2, 2025
Work Location: Remote (UK-based)

YOUR COMPENSATION PACKAGE
Base Salary: $72,000 per year
Annual Bonus: Target $7,500 (12% of base), paid annually based on individual and company performance
Long-Term Incentive: no equity
Benefits Start: Day 1 of employment

WHAT YOU NEED TO DO

1. Review the full offer letter document attached to this email.
2. Complete your DocuSign signature on the offer letter — link expires in 5 business days.
3. Complete the background check consent form (link sent separately from our vendor, Checkr).
4. Submit your I-9 employment eligibility verification (if applicable) on or before your first day.

[SIGN YOUR OFFER LETTER VIA DOCUSIGN]

If you have questions regarding this offer, please contact your recruiter. If you do not respond within the timeframe noted above, this offer may be rescinded.

This letter does not constitute a contract of employment for any specific period of time. Employment with BT Group is at-will.

We can't wait for you to join us!

BT Group People Team

This email and any files transmitted with it are intended solely for the use of the individual or entity to whom they are addressed. If you have received this email in error please notify the system manager. This message contains confidential information and is intended only for the individual named. If you are not the named addressee you should not disseminate, distribute or copy this e-mail. Please notify the sender immediately by e-mail if you have received this e-mail by mistake and delete this e-mail from your system. BT Group accepts no liability for the content of this e-mail.",Offer
We've received your application!,"Hi Michael Gary Scott,
Thank you for your interest in S&P Global.

Please note that due to the volume of applications we receive, not all candidates will be interviewed for this opening. We will review your profile and a team member will reach out to you directly if your profile is selected to move forward in our interview process.

As you explore opportunities with S&P Global, we invite you to sign up for our talent community newsletter to stay connected.

Thank you again for your interest!
S&P Global Talent Team

VISIT OUR CAREERS PORTAL
LOGIN TO YOUR PROFILE

Please note this is an automated message. Do not reply to this email. If you need assistance, please visit our careers portal.

S&P Global is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.",Interview
Assessment Expiring Soon — Warner Bros. Discovery Application for HR Analytics Analyst,"Warner Bros. Discovery Careers

ACTION REQUIRED: Complete Your Online Assessment
Candidate: Michael Gary Scott
Role: HR Analytics Analyst
Ref: 39476249

Dear Michael Gary Scott,

We are excited to see that you have applied for the HR Analytics Analyst position at Warner Bros. Discovery, and we want to ensure you have the best opportunity to showcase your skills. We understand that a resume alone doesn't always reflect a candidate's full potential.

We invite you to complete the following assessment, which will help us gain a more comprehensive view of your capabilities:

Assessment Type: Work Simulation + Personality Assessment
Estimated Completion Time: 20–30 minutes
Expiry Date: 7 days from today

Warner Bros. Discovery is committed to ensuring that every candidate has an equal opportunity to showcase their skills. If you require any accommodations due to a disability, please contact our Talent Acquisition team before beginning the assessment.

Click the link below to get started:
[BEGIN ASSESSMENT]

Please note: if you do not complete the assessment before the expiry date, your application will be automatically withdrawn.

Please note this is an automated message. Do not reply to this email. If you need assistance, please visit our careers portal.

Warner Bros. Discovery is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

Warner Bros. Discovery Talent Acquisition Team",Action Required
Video Interview Invitation: Applied Scientist — Willis Towers Watson,"Global Human Resources
Michael Gary Scott ,
Thanks for your interest in Willis Towers Watson. We've received your application for the following position: 60806024 Applied Scientist .

To assist us in fulfilling federal and state Equal Employment Opportunity (EEO) record-keeping, reporting and other legal requirements, we need to collect additional data for your job application, specifically your Social Security Number and/or personal information such as your race, ethnicity and gender.

This information is confidential and won't be used to make an employment decision. Providing this information is voluntary and not required to continue the application process. At Willis Towers Watson, qualified candidates are considered for employment without regard to race, gender, gender identity, color, religion, sex, sexual orientation, national origin, age, disability, veteran status, citizenship, marital status, ancestry or any other classification protected by federal, state or local law.

To provide this information:
• Access the Willis Towers Watson Careers site and click the Applicant Login link (located under Resources in the upper right-hand corner).
• Log in to access your profile.
• Click the icon in the upper right corner and select Candidate Home.
• In the My Tasks section, click on the START button next to the job application noted above to take the required action.

If you're selected to move forward in the interview process, a member of our Talent Acquisition team will contact you directly.

Willis Towers Watson Talent Acquisition
CONFIDENTIALITY NOTICE: This e-mail message, including any attachments, is for the sole use of the intended recipient(s) and may contain confidential and privileged information. Any unauthorized review, use, disclosure, or distribution is prohibited. If you are not the intended recipient, please contact the sender by reply e-mail and destroy all copies of the original message.",Action Required
Your Offer Package is Ready — AT&T Talent Acquisition,"CONFIDENTIAL — OFFER OF EMPLOYMENT

AT&T

To: Michael Gary Scott
Candidate ID: 27566185
Date of Offer: May 8, 2025
Offer Expiry: 3 business days from today

---

Dear Michael Gary Scott,

It is my genuine pleasure to extend an offer of employment for the position of Quantitative Analyst at AT&T.

Please find below a summary of the key terms of your offer. The full terms and conditions of employment are contained in the attached offer letter, which forms part of this communication.

ROLE INFORMATION
Title: Quantitative Analyst
Business Unit: Customer Insights
Location: London, UK
Reporting Manager: VP, Business Intelligence
Start Date: May 27, 2025

TOTAL COMPENSATION SUMMARY
Base Salary: $85,000 p.a.
Annual Short-Term Incentive: Target $10,000, subject to achievement of performance objectives
Equity / Long-Term Incentive: RSUs vesting over 4 years
Signing Bonus: Not applicable

EMPLOYMENT CONDITIONS
This offer is conditional upon:
(i) Satisfactory completion of a background check conducted by our approved third-party provider
(ii) Proof of eligibility to work in the United States
(iii) Satisfactory completion of a reference check (if applicable)

BENEFITS & PERKS (Summary)
• Medical, dental, vision insurance (effective day 1)
• 401(k) + 4% employer match
• 18 days PTO
• Employee Stock Purchase Plan (ESPP)
• Professional development budget ($2,000/year)

NEXT STEPS
1. Sign the attached offer letter via DocuSign (link expires in 72 hours).
2. Complete the background check invitation (sent separately from Sterling).
3. Return your signed offer to HR before your scheduled onboarding date.

[REVIEW AND SIGN YOUR OFFER LETTER]

We look forward to welcoming you to the AT&T family.

Warm regards,
Sarah Mitchell
HR Business Partner
AT&T

CONFIDENTIALITY NOTICE: This e-mail message, including any attachments, is for the sole use of the intended recipient(s) and may contain confidential and privileged information. Any unauthorized review, use, disclosure, or distribution is prohibited. If you are not the intended recipient, please contact the sender by reply e-mail and destroy all copies of the original message.",Offer
